YYMM,AY.4,BA.2,BA.1.1,B.1.1.7,BA.1,AY.103,AY.44,BA.1.17.2,BA.2.12.1,AY.3,BA.2.9,AY.43,BA.5.2.1,BA.1.15,AY.25,B.1.617.2,BA.5.1,AY.122,AY.4.2,BA.5.2,XBB.1.5,B.1.2,unclassifiable,AY.100,BQ.1.1,AY.25.1,BA.1.1.18,B.1.177,B.1,AY.5,BA.2.3,BA.1.15.1,AY.98,AY.39,BA.5.5,B.1.526,AY.26,AY.47,BA.4.1,B.1.429,BE.1.1,AY.119,AY.120,AY.4.2.2,BA.1.18,BA.4.6,AY.6,BA.2.10,JN.1,BA.1.17,BA.1.20,BA.1.1.1,BQ.1,B.1.1,AY.126,BA.5.6,AY.20,BF.7,P.1,BA.4,AY.9.2,AY.4.2.1,HV.1,AY.118,AY.75,BA.1.1.14,BA.2.23,BA.1.1.15,AY.9,BA.1.16,AY.46.6,AY.121,BA.2.1,B.1.160,B.1.427,BE.1,BA.5,AY.98.1,JN.1.4,AY.3.1,AY.46.5,BF.5,BF.10,B.1.1.519,AY.117,B.1.637,AY.4.6,AY.125,AY.42,D.2,AY.127,AY.14,AY.54,BA.5.2.9,CH.1.1,AY.129,KP.3.1.1,AY.119.2,BA.1.1.13,AY.33,B.1.243,XBB.1.16,AY.36,B.1.351,BA.5.2.20,AY.7.1,FL.1.5.1,BA.5.1.22,AY.113,XBB.1.16.6,BA.5.1.30,AY.111,BA.2.18,BA.2.8,EG.5.1.1,BA.5.1.1,BF.26,B,AY.39.1,XBB.1,BA.5.1.23,BA.1.1.2,BA.5.1.10,BD.1,B.1.258,B.1.1.529,KP.2.3,B.1.177.7,AY.43.6,BA.2.37,BA.5.1.3,Q.3,BF.1,BE.3,AY.34,AY.46,BA.5.2.6,AY.7,BA.5.2.21,B.1.1.37,AY.13,BA.2.36,JN.1.1,BF.28,AY.46.4,BQ.1.2,B.1.177.4,BA.5.2.3,AY.99.2,BQ.1.1.4,BA.5.9,B.1.621,AY.39.1.1,AD.2,BA.1.1.12,B.1.234,XBB.1.16.11,AY.4.8,AY.114,BF.11,BF.27,EG.5.1,BQ.1.1.20,BA.4.4,BF.21,BA.2.12,BA.5.1.5,EG.5.1.3,XBB.1.5.7,XBB.1.5.13,B.1.240,BQ.1.8,BQ.1.12,B.1.1.222,XBB.1.9.1,B.1.177.57,B.1.369,AY.116.1,AY.34.1,BE.1.1.2,BA.5.1.2,BA.1.1.11,KP.3.1,BA.5.1.24,BQ.1.1.3,P.1.17,B.1.221,CH.1.1.1,AY.4.2.3,BA.2.7,BN.1.3,BF.8,BQ.1.1.18,AY.4.5,AY.110,AY.120.1,AY.107,BA.1.14,HK.3,BN.1.3.1,JN.1.7,DV.6,R.1,BQ.1.10,BA.5.8,A.1,P.1.10,JN.1.4.5,AY.43.4,BQ.1.14,XBB.1.16.1,B.1.1.311,BA.1.12,BF.7.5,B.1.575,EG.5.1.4,KP.2,BQ.1.11,BA.2.10.1,BF.7.4,JD.1.1,BA.4.2,B.1.525,XBB.1.16.15,BA.2.86.1,BA.5.3.1,XE,KP.3.3,AY.2,BA.5.1.25,EG.5.1.6,AY.1,B.1.177.45,B.1.177.81,JG.3,BQ.1.1.5,BN.1.5,BF.14,BQ.1.3.2,BA.5.2.35,B.1.177.86,B.1.311,BN.1,AY.112,BA.5.2.34,BQ.1.18,BA.1.19,BA.4.6.5,LB.1.7,BF.4,XBB.1.5.15,B.1.595,B.1.1.307,BA.5.2.13,JN.1.8.1,BA.5.11,BQ.1.1.2,B.40,GJ.1.2,BA.1.10,XBB.1.5.18,B.1.1.369,XBB.1.9.2,BA.2.13,BQ.1.5,BQ.1.1.8,C.37,AY.4.3,BQ.1.1.1,B.1.36.17,AY.124,B.1.623,XBB.1.5.49,BA.5.3.3,B.1.400,B.1.1.1,AY.36.1,BA.5.3,BA.2.22,FD.2,XBB.1.15,BA.1.1.4,AY.37,BF.24,AY.90,BQ.1.1.32,AY.67,AY.121.1,BA.5.1.6,BA.2.56,AY.5.3,B.1.561,BQ.1.1.69,XBB.1.5.1,BQ.1.1.7,AY.4.9,BA.5.1.27,B.1.1.318,BF.7.4.1,KP.2.2,DY.3,BA.4.1.1,BA.1.15.2,BQ.1.23,B.1.232,AY.43.8,B.1.517,AY.8,BE.1.4,BA.2.3.17,XBF,BE.1.1.1,FL.3,AY.64,B.1.1.434,BA.5.3.2,BN.1.2,AY.23,B.1.177.44,B.1.177.16,FL.4,BA.5.2.22,BA.2.5,XBB.1.5.17,XBB.1.5.20,B.1.177.54,CH.1.1.2,P.2,AY.62,BQ.1.13,B.1.177.15,BA.1.21,B.1.1.39,BF.7.6,BA.1.1.9,JN.1.39,B.1.177.65,AY.4.1,LB.1,BA.2.38,BQ.1.13.1,BA.5.1.18,DN.2,HF.1,BA.2.75.2,AY.48,BA.5.2.26,XBB.1.5.32,XBB.1.5.10,BA.2.41,AY.4.10,EG.6.1,P.1.15,GE.1,BA.5.1.34,BA.2.9.3,AY.41,BA.5.5.1,BA.2.65,B.1.177.56,AY.57,JF.1.1,BA.5.2.28,AY.120.2.1,XBB.2.3,BA.2.14,B.1.596,B.1.177.8,EG.1,BQ.1.1.10,BF.6,B.1.177.87,BA.4.1.8,BA.2.48,AY.35,B.1.1.372,AY.16,AY.10,AY.29,XBB.1.5.52,XBB.1.5.48,AY.4.15,AY.65,B.1.565,B.1.177.17,AY.4.4,KP.1.1.3,B.1.582,BF.13,KP.3,XBB.1.5.16,B.1.1.317,BA.1.13,JN.2,XBB.1.9,AY.84,XBB.1.5.33,KP.3.2,AY.46.1,XBB.1.5.12,BA.1.1.10,B.1.241,BA.5.2.27,XBB.1.5.24,XBB.1.5.4,BQ.1.1.6,FU.1,EF.1,BQ.1.1.24,BA.5.1.12,XB,AY.45,GS.4.1,BK.1,BQ.1.1.41,B.1.258.17,B.1.177.10,B.1.36,AY.109,A,B.1.609,CL.1,BQ.1.1.23,BA.5.2.7,AY.80,GK.1.1,B.1.621.1,BA.5.2.2,XBB.1.5.31,AY.25.3,B.1.1.291,B.1.177.11,XBB.1.5.51,XBB.1.5.46,LB.1.3,BA.2.47,EF.1.1,BF.7.20,B.1.160.16,B.1.110.3,B.1.1.279,BA.5.2.31,BN.1.4.4,HK.6,AY.70,JF.4,BA.2.3.20,XBB,AY.122.3,BG.5,AY.32,KP.3.2.3,BA.5.2.23,BQ.1.25,B.1.177.6,BQ.1.1.22,AY.5.4,AY.4.7,BA.5.2.18,B.1.93,JN.1.13.1,BF.2,JN.1.9,KP.3.1.4,BQ.1.1.15,B.1.577,XBB.1.5.21,BQ.1.1.51,B.1.426,BQ.1.15,FL.5,XBB.1.5.37,KP.1.1.1,DU.1,B.1.1.316,XBB.1.5.11
23,0,5,1,0,37,0,1,16,0,1,0,0,21,5,0,1,2,0,0,0,21,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,2,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,4,0,0,0,0,7,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,0,66,22,0,3,0,0,0,5,0,3,0,355,3,0,0,223,1,0,308,16004,0,624,0,13523,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,33,0,0,0,1,151,0,0,0,1,1,0,3559,0,0,14,0,1259,0,12,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,10,91,0,0,0,0,156,40,0,0,0,0,0,0,0,0,0,0,49,2950,0,0,0,0,0,0,5,0,0,77,0,0,35,0,0,6,0,0,0,0,6,82,1,0,1081,15,0,39,0,0,23,0,0,0,0,8,0,0,1,0,0,415,0,12,0,0,0,0,9,0,898,0,10,0,1106,59,0,0,0,0,0,0,0,0,229,4,2,910,0,5,0,50,0,435,705,0,566,529,0,94,0,0,0,0,18,5,0,0,2,663,0,0,894,0,0,680,1,806,0,0,0,0,1,0,702,1,665,0,500,0,0,0,0,0,420,2,0,0,227,0,0,0,357,19,154,0,0,0,1,1,54,0,0,0,12,0,0,0,0,0,431,368,183,363,175,0,0,456,0,211,582,0,16,0,4,392,0,0,79,0,393,526,0,0,0,202,0,58,0,243,321,0,0,391,0,0,0,86,2,0,0,0,1,0,198,641,0,0,1,0,583,0,0,8,1,0,0,418,173,362,0,134,0,183,0,215,0,0,288,0,0,0,0,2,0,477,33,105,0,0,0,304,0,0,0,47,3,0,348,253,0,512,0,0,212,0,0,0,108,0,0,0,0,0,0,480,74,206,0,11,0,5,245,50,0,0,0,0,0,181,0,0,18,0,0,0,0,11,0,16,0,0,0,21,424,0,0,9,0,0,0,0,0,0,139,217,0,0,0,0,0,0,0,21,0,207,0,1,0,89,0,293,0,0,101,0,0,6,71,94,205,0,282,277,34,0,0,0,9,387,0,0,0,0,0,0,282,232,17,0,0,0,0,275,0,0,0,150,84,0,0,276,46,0,0,0,5,185,0,0,0,72,125,0,0,0,0,40,306,0,321,0,0,17,0,0,5,0,0,222,0,184,256,0,92,51,3,0,278,0,244
2302,0,96,3,0,1,1,0,0,2,0,0,0,69,0,0,0,72,0,0,74,25809,0,528,0,4734,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,11,0,0,0,0,19,0,0,0,0,0,0,824,0,0,4,0,306,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,13,2585,0,0,0,0,0,0,24,0,0,22,0,0,8,0,1,0,0,0,0,0,4,14,2,0,768,4,0,3,0,0,33,0,0,0,0,10,0,0,0,0,0,117,0,0,0,0,0,0,0,0,269,0,4,0,309,10,0,0,0,0,0,0,0,0,60,1,0,173,0,3,0,5,0,1397,1085,0,116,136,0,543,0,0,0,0,1,2,0,0,1,177,0,0,1199,0,0,340,0,296,0,0,0,0,0,0,223,0,879,0,161,0,0,0,0,0,88,5,0,0,57,0,0,0,100,37,32,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,155,128,33,61,31,0,0,133,0,41,298,0,1,0,2,700,0,0,19,0,101,328,0,0,0,724,0,258,0,58,73,0,0,113,0,0,0,360,0,0,0,0,1,0,546,170,0,0,0,0,292,0,0,1,0,0,0,139,404,165,0,16,0,40,0,102,0,0,84,0,0,0,0,0,0,523,12,338,0,0,0,92,0,0,0,197,0,0,474,504,0,356,0,0,51,0,0,0,29,0,0,0,0,0,0,323,13,63,0,0,0,1,512,124,0,0,0,0,0,45,0,0,3,0,0,0,0,4,0,56,0,0,0,116,213,0,0,7,0,0,0,0,0,0,296,362,0,0,0,0,0,0,0,1,0,358,0,0,0,203,0,353,0,0,320,0,0,1,302,283,114,3,234,77,24,0,0,0,2,146,0,0,0,0,0,0,115,237,1,0,0,0,0,331,0,0,0,353,391,0,0,173,5,0,0,0,1,21,0,0,0,26,107,0,0,0,0,4,171,0,142,0,0,4,0,0,1,0,0,99,0,267,78,0,25,162,153,0,335,0,322
2303,0,36,5,0,0,0,0,0,6,0,0,0,20,0,0,0,11,0,0,19,24145,15,661,0,1111,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,4,0,2,0,0,0,0,222,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,0,0,1,324,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,532,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,51,0,0,0,48,0,0,0,0,0,0,2,0,0,10,0,2,40,0,0,0,2,0,1498,1275,0,9,21,0,1131,0,0,0,0,1,0,0,0,0,66,0,0,564,0,1,72,0,70,0,0,0,0,0,0,79,0,714,0,41,0,2,0,0,0,38,114,0,0,5,0,0,0,43,16,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,45,19,7,23,8,0,0,51,0,5,65,0,1,0,0,593,0,0,2,0,37,114,0,0,0,815,0,658,0,5,27,0,0,34,0,0,0,615,0,0,0,0,0,0,715,36,0,0,0,0,142,0,0,0,1,0,0,40,533,43,0,5,0,4,0,40,0,0,22,0,0,0,0,0,0,278,3,699,0,0,0,60,0,0,0,312,0,0,383,488,0,219,0,0,7,0,0,0,5,0,0,0,0,0,0,115,1,20,0,0,0,0,404,132,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,164,1,0,0,230,109,0,0,0,0,0,0,0,0,0,520,390,0,0,0,0,0,0,0,0,0,402,0,0,0,314,0,329,0,0,487,0,0,0,487,380,23,25,117,19,9,0,0,0,0,23,0,0,0,0,1,0,21,114,0,0,0,0,0,286,0,0,0,318,422,0,0,38,0,0,0,0,0,3,0,0,0,8,61,0,0,0,0,0,76,0,35,0,0,2,0,0,0,0,0,24,0,302,6,0,4,332,291,0,206,0,230
2304,1,31,6,3,3,0,0,1,4,0,2,0,6,0,0,0,5,0,0,2,11750,2,369,0,118,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,19,0,0,0,0,5,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,981,0,0,0,0,1,0,0,5,0,0,0,0,14,2,2,1,0,183,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,18,4,0,0,0,0,2,461,621,0,1,4,0,873,0,0,0,0,1,0,0,0,0,5,0,0,110,0,0,4,0,9,0,0,0,0,0,0,7,0,170,0,6,0,0,0,0,0,5,327,0,0,1,0,1,0,13,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,3,0,0,0,2,0,1,14,0,0,0,0,327,0,0,0,0,2,8,0,10,0,275,0,517,1,0,6,0,0,2,0,0,0,401,0,0,0,0,0,0,409,3,0,0,0,0,26,0,0,0,0,0,0,3,375,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,62,0,313,0,0,0,9,0,0,0,272,0,0,233,214,0,52,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,3,1,0,0,0,187,147,0,0,5,0,8,1,0,0,0,0,0,0,0,0,0,221,0,0,0,251,14,0,0,0,0,0,0,0,0,0,226,194,0,0,0,0,0,0,0,0,0,177,0,0,0,190,0,172,0,0,215,0,0,0,211,243,0,60,16,2,1,0,0,1,1,0,0,0,0,0,0,0,2,19,0,0,0,0,0,123,0,0,0,141,151,0,0,1,1,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,144,0,0,0,208,191,0,15,0,91
2305,0,5,1,0,0,0,0,0,1,0,1,0,3,0,0,0,2,0,0,2,4645,0,228,0,30,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0,1578,0,0,0,0,9,0,0,50,1,0,0,0,80,0,0,1,0,64,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,52,0,0,0,0,63,1,0,0,0,1,11,131,193,0,0,0,0,613,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,563,0,0,0,0,13,0,0,1,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,170,0,0,0,0,2,3,0,57,0,88,0,322,0,0,0,0,0,2,0,0,0,244,0,0,0,0,0,0,67,0,0,0,0,0,4,0,0,0,0,0,0,0,218,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,165,0,0,0,2,0,0,0,346,0,0,107,104,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,55,167,0,0,34,0,28,0,0,0,0,0,0,0,0,0,0,212,0,0,0,300,0,0,0,0,0,0,0,0,0,0,85,69,0,0,0,0,0,0,0,0,0,46,0,0,0,124,0,45,0,0,104,0,0,0,116,123,0,182,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,31,0,0,0,60,44,0,0,4,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,122,186,0,5,0,30
2306,0,2,1,0,0,0,0,1,2,0,0,0,5,0,0,1,0,0,0,0,1208,0,115,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1019,0,1,0,0,49,0,0,118,0,0,0,0,186,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44,0,0,0,1,138,0,0,0,0,0,49,36,26,0,0,1,0,266,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,442,0,0,0,0,50,0,0,0,0,1,0,0,34,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,137,0,24,0,141,0,1,0,0,0,0,0,0,0,97,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0,0,4,0,0,0,161,1,0,22,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,24,168,0,0,60,0,43,0,0,0,0,0,0,0,0,0,0,150,0,0,0,164,0,0,0,0,0,0,0,0,0,0,17,29,0,0,0,0,0,0,0,0,0,35,0,0,1,24,0,11,0,0,19,0,0,0,39,44,0,198,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,13,0,0,0,25,8,0,0,0,0,0,0,0,0,0,1,0,39,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,44,81,0,2,0,6
2307,0,6,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,617,0,147,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,0,0,1,0,391,0,0,491,0,0,0,0,477,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,350,0,0,0,0,0,211,13,6,0,1,2,0,185,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,481,0,0,0,0,143,0,0,0,0,2,0,0,92,3,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,1,0,2,0,0,287,0,21,0,103,0,0,1,0,0,1,0,0,0,113,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,120,0,0,11,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,9,235,0,0,212,0,128,0,0,0,0,0,0,0,0,0,0,192,0,0,0,153,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,14,0,0,0,9,0,11,0,0,8,0,0,0,4,36,1,203,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,39,0,87,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,42,38,0,2,0,6
2308,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,407,0,243,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1993,0,0,0,0,1834,0,0,1978,0,0,0,0,1527,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,1138,0,0,0,0,0,978,6,5,0,0,2,0,143,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,0,0,0,0,681,0,0,0,0,732,0,0,0,0,49,0,0,404,29,0,0,0,0,0,381,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,812,0,28,0,93,0,0,0,0,0,2,0,0,0,93,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,109,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,270,0,0,0,8,303,0,0,531,0,388,0,0,0,0,0,0,0,76,0,0,237,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,0,0,33,34,0,4,0,0,2,0,0,0,4,15,0,283,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,175,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,189,0,252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,45,0,1,0,7
2309,0,6,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,156,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1133,0,0,0,0,2879,0,0,2411,0,0,0,0,2019,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,0,0,0,0,1268,0,0,0,0,0,1294,0,4,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,941,0,0,0,0,257,0,0,784,117,0,0,0,0,0,658,0,0,0,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,15,0,28,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,1,0,0,3,116,0,0,362,0,454,0,0,0,0,0,0,0,260,0,0,96,0,0,0,32,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,32,37,0,10,0,0,0,0,0,0,4,6,0,199,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,1,0,0,270,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,333,0,309,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,14,0,0,0,1
2310,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,0,4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,1888,0,0,1438,0,0,0,0,1656,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,0,827,0,0,0,0,0,1011,3,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,3,0,0,92,0,0,0,0,614,0,0,0,0,654,0,0,791,347,0,0,0,0,2,671,0,0,0,511,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,258,0,4,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,386,0,0,0,3,32,0,0,181,0,266,0,0,0,0,0,0,0,376,0,0,38,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,130,37,0,7,0,0,1,0,0,0,0,0,0,59,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,289,0,216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,8,3,0,0,0,0
