Accession,Pangolin,PangoVersions,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Release_Date
PZ297772.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29718,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297773.1,JN.1.22,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29707,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297774.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29711,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297775.1,JN.1.42.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29726,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297776.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29727,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297777.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29780,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297778.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29780,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297779.1,JD.1.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297780.1,JD.1.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29709,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297781.1,GK.1.8,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29769,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297782.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29782,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297783.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29774,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297784.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29780,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297785.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29786,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297786.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29705,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297787.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297788.1,GK.1.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29775,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297789.1,JD.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29783,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297790.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29773,complete,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297791.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29779,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297792.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29783,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297793.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297794.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29778,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297795.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297796.1,JN.1.42.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29698,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297797.1,JD.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29707,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297798.1,JF.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29707,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297799.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29719,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PZ297800.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29781,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-08,2026-04-17
PV486594.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,partial,USA: Virginia,USA,Homo sapiens,2024-01-08,2025-04-11
PV486600.1,JN.1.46,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29809,complete,USA: Virginia,USA,Homo sapiens,2024-01-08,2025-04-11
PV486601.1,FL.1.5.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,partial,USA: Virginia,USA,Homo sapiens,2024-01-08,2025-04-11
PV486602.1,XBB.1.16.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29785,partial,USA: Virginia,USA,Homo sapiens,2024-01-08,2025-04-11
PV486617.1,JG.3.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29843,partial,USA: Virginia,USA,Homo sapiens,2024-01-08,2025-04-11
PV486621.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29822,partial,USA: Virginia,USA,Homo sapiens,2024-01-08,2025-04-11
PV486689.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29812,partial,USA: Virginia,USA,Homo sapiens,2024-01-08,2025-04-11
PV486707.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29813,partial,USA: Virginia,USA,Homo sapiens,2024-01-08,2025-04-11
PV486765.1,GW.5.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29809,partial,USA: Virginia,USA,Homo sapiens,2024-01-08,2025-04-11
PV452400.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29747,partial,USA: Virginia,USA,Homo sapiens,2024-01-08,2025-04-07
PV458411.1,JN.1.38,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV458495.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,complete,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV458565.1,JN.1.4.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,complete,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV458582.1,JG.3.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV458643.1,JN.1.1.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,complete,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV458649.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,complete,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV458749.1,JN.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,complete,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV458796.1,JN.1.4.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,complete,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV458848.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV458887.1,JN.1.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29778,complete,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV458916.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29727,complete,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV458969.1,JD.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV459053.1,JN.1.30,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,partial,USA,USA,Homo sapiens,2024-01-08,2025-04-07
PV449290.1,JN.1.46,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29747,partial,USA: Virginia,USA,Homo sapiens,2024-01-08,2025-04-04
PV449297.1,JN.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29721,partial,USA: Virginia,USA,Homo sapiens,2024-01-08,2025-04-04
PQ721715.1,KK.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,USA: California,USA,Homo sapiens,2024-01-08,2024-12-08
PQ721723.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,USA: California,USA,Homo sapiens,2024-01-08,2024-12-08
PQ721724.1,JN.1.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,USA: California,USA,Homo sapiens,2024-01-08,2024-12-08
PQ637858.1,JN.1.11,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29714,complete,"USA: Washington,Snohomish County",USA,Homo sapiens,2024-01-08,2024-11-25
PQ637879.1,JN.1.38.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29714,complete,USA: Washington,USA,Homo sapiens,2024-01-08,2024-11-25
PQ637886.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29714,complete,USA: Washington,USA,Homo sapiens,2024-01-08,2024-11-25
PQ576329.1,JN.1.63,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29661,complete,USA: MO,USA,Homo sapiens,2024-01-08,2024-11-08
PQ514338.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29639,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514341.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29726,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514343.1,JN.1.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514344.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514345.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514346.1,JN.1.8.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514347.1,JN.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514348.1,JN.1.38,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514349.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514350.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514351.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29726,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514352.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514355.1,JN.1.39,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29729,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514357.1,JN.1.13.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514358.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514368.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514370.1,JN.1.4.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514372.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29693,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514375.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514379.1,JN.1.4.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514381.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514383.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514409.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514413.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514416.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514417.1,JN.1.45,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
PQ514419.1,JN.1.8.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-08,2024-10-25
OZ376257.1,JN.1.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29847,complete,Thailand:Chiang Mai,Thailand,Homo sapiens,2024-01-09,2026-02-05
PV950745.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29775,partial,USA: Ohio,USA,Homo sapiens,2024-01-09,2025-07-18
PV486620.1,XBB.1.16.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29803,partial,USA: Virginia,USA,Homo sapiens,2024-01-09,2025-04-11
PV486682.1,BA.2.86.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29813,complete,USA: Virginia,USA,Homo sapiens,2024-01-09,2025-04-11
PV486685.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29818,partial,USA: Virginia,USA,Homo sapiens,2024-01-09,2025-04-11
PV486687.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29837,partial,USA: Virginia,USA,Homo sapiens,2024-01-09,2025-04-11
PV458486.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,complete,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458513.1,GE.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,complete,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458533.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,complete,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458757.1,XBB.1.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29772,partial,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458771.1,JN.1.7.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,complete,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458792.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458798.1,JN.1.32,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29779,complete,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458809.1,JN.1.22,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458811.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,complete,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458907.1,JF.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458917.1,JN.1.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458955.1,JN.1.39,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458981.1,JG.3.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV458989.1,JN.1.17,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PV459030.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29730,complete,USA,USA,Homo sapiens,2024-01-09,2025-04-07
PQ721722.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29634,partial,USA: California,USA,Homo sapiens,2024-01-09,2024-12-08
PQ637862.1,JG.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29717,partial,USA: Washington,USA,Homo sapiens,2024-01-09,2024-11-25
PQ574074.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29527,partial,USA: OH,USA,Homo sapiens,2024-01-09,2024-11-08
PQ529329.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,complete,USA: TN,USA,Homo sapiens,2024-01-09,2024-10-29
PQ529343.1,BA.2.86.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,complete,USA: TN,USA,Homo sapiens,2024-01-09,2024-10-29
PQ514353.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29726,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514354.1,JN.1.7.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29726,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514356.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514359.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29729,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514360.1,JN.1.14,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514361.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514362.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514363.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29729,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514364.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514366.1,JN.1.27,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514367.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29643,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514371.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514373.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514376.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514377.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514403.1,JN.1.19,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514404.1,JN.1.19,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514410.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29726,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514411.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514414.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514418.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PQ514420.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-09,2024-10-25
PZ297823.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297824.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,complete,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297825.1,JD.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29744,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297826.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29715,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297827.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29795,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297828.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29761,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297829.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29729,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297830.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29806,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297831.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29782,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297832.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29771,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297833.1,GK.1.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29707,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297834.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297835.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29714,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297836.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29782,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297837.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29778,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297838.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29764,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297839.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29748,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297840.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29740,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297841.1,GN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29775,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PZ297842.1,JD.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29741,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
